36;44.74
63;41.62
89;27.49
115;43.15
144;55.70
171;30.80
199;51.95
227;39.72
254;37.88
282;42.09
310;44.35
336;34.61
364;40.65
393;49.86
420;48.53
448;39.46
477;43.87
504;54.55
532;41.14
560;35.89
587;35.55
615;37.99
644;57.93
671;49.99
700;51.64
728;40.01
755;37.99
783;40.08
812;57.45
839;41.30
867;50.27
894;37.68
922;46.99
950;36.32
978;55.22
1007;52.41
1036;44.64
1064;43.10
1094;54.38
1123;47.76
1153;49.31
1182;53.18
1211;53.25
1240;29.91
1268;43.08
1298;45.69
1326;37.99
1354;40.23
1383;35.14
1413;46.31
1441;48.86
1471;47.20
1500;44.88
1529;53.83
1558;39.53
1587;46.06
1615;41.69
1644;43.01
1673;35.50
1701;35.72
1730;42.77
1760;51.04
1788;46.65
1817;28.90
1846;46.01
1873;26.17
1903;45.36
1932;45.77
1960;38.21
1989;49.55
2018;38.54
2048;45.58
2076;44.98
2105;47.71
2135;42.38
2163;43.87
2192;47.08
2221;36.92
2249;39.94
2278;41.54
2307;26.60
2335;51.06
2365;45.88
2394;54.04
2423;46.43
2453;58.12
2483;62.80
2512;49.27
2541;41.42
2571;57.45
2599;43.13
2629;49.25
2658;50.39
2688;57.93
2716;36.63
2746;56.34
2776;49.01
2804;36.53
2833;44.40
2863;60.01
2892;55.57
2921;48.55
2951;52.29
2980;53.95
3009;43.20
3039;49.08
3067;44.52
3096;44.62
3125;42.07
3153;39.53
3182;36.07
3211;33.84
3238;30.84
3267;28.90
3295;26.27
3322;23.50
3350;20.34
3378;17.97
3404;14.87
3432;12.35
3459;9.24
3484;6.50
3510;3.77
3561;2.42
3586;2.83
3611;2.95
3637;3.12
3662;3.29
3688;3.36
3714;3.41
3739;3.31
3764;3.41
3789;3.41
3815;3.36
3841;2.83
3866;2.71
3892;3.00
3916;2.40
3942;2.71
3968;2.47
3993;2.30
4019;2.30
4044;2.18
4069;2.30
4094;2.35
4120;2.30
4146;2.30
4171;2.20
4196;2.30
4221;2.30
4247;2.28
4273;2.30
4298;2.20
4323;2.40
4348;2.52
4374;2.71
4400;2.90
4425;2.73
4451;3.77
4475;4.13
4501;5.02
4527;6.57
4553;7.70
4579;9.07
4604;10.38
4631;11.90
4659;13.77
4686;14.99
4713;16.43
4741;17.90
4768;19.76
4796;20.72
4824;22.31
4851;23.67
4879;24.92
4907;26.53
4935;27.20
4963;28.31
4990;29.19
5019;30.77
5047;32.05
5075;33.24
5104;34.13
5133;35.26
5160;37.15
5189;38.60
5218;40.94
5248;41.21
5276;43.75
5305;45.21
5335;47.08
5363;49.03
5392;44.69
5422;42.22
5450;53.54
5480;46.13
5510;55.69
5538;51.18
5568;56.47
5598;48.50
5627;52.65
5656;48.38
5687;65.87
5715;46.77
5745;49.70
5774;46.77
5804;60.83
5833;50.94
5860;15.30
5891;62.85
5920;58.52
5950;57.83
5980;55.38
6008;45.86
6038;54.61
6068;48.48
6094;16.21
6122;14.53
6149;13.81
6176;14.18
6203;14.39
6231;13.93
6258;16.31
6286;28.14
6315;44.69
6344;58.64
6374;41.31
6402;37.97
6431;48.14
6460;43.01
6490;60.47
6519;55.09
6548;41.95
6578;46.43
6606;44.02
6636;56.03
6666;49.91
6693;34.03
6722;40.97
6752;46.29
6780;49.86
6810;49.92
6840;51.42
6868;47.83
6897;43.87
6927;45.58
6956;42.74
6984;40.59
7013;37.15
7042;35.88
7069;32.71
7098;30.85
7126;28.74
7153;26.81
7182;24.75
7209;22.86
7236;20.70
7264;19.33
7291;17.20
7319;15.54
7346;13.94
7373;12.86
7400;11.51
7427;10.31
7454;8.59
7480;7.53
7505;6.17
7531;5.33
7557;4.97
7582;4.32
7608;3.77
7632;2.83
7658;2.83
7684;2.42
7709;2.23
7735;2.32
7759;2.52
7785;2.66
7811;2.76
7836;2.83
7862;2.88
7887;2.78
7912;2.88
7938;2.42
7963;2.76
7989;2.66
8014;2.42
8039;2.35
8065;2.30
8090;2.30
8116;2.28
8141;2.18
8166;2.30
8192;2.30
8217;2.30
8243;2.28
8268;2.18
8293;2.28
8318;2.30
8344;2.30
8370;2.28
8395;2.18
8420;2.30
8445;2.30
8471;2.30
8497;2.30
8522;2.20
8547;2.28
8572;2.30
8598;2.30
8624;2.30
8649;2.20
8674;2.30
8699;2.30
8725;2.30
8751;2.30
8776;2.20
8801;2.30
8826;2.28
8852;2.30
8878;2.30
8903;2.20
8928;2.30
8953;2.30
8979;2.28
9005;2.28
9030;2.20
9055;2.30
9080;2.28
9106;2.30
9132;2.30
9157;2.18
9182;2.30
9207;2.30
9233;2.30
9259;2.30
9284;2.20
9309;2.30
9334;2.30
