35;36.41
62;42.55
89;43.03
115;43.03
143;36.51
171;43.05
198;43.51
226;43.03
254;42.46
282;43.34
310;42.45
335;0.82
362;42.51
390;42.46
417;42.45
444;29.21
472;43.46
524;42.63
551;42.55
579;41.31
607;42.62
634;42.62
662;25.40
690;42.00
741;42.91
770;43.24
797;42.69
825;42.57
852;42.50
880;42.02
908;42.36
935;42.67
963;41.62
1015;41.73
1044;38.81
1073;42.14
1101;41.43
1130;40.73
1159;40.42
1187;40.18
1216;39.89
1245;39.51
1273;37.82
1302;38.28
1331;38.40
1359;37.58
1438;37.70
1467;35.98
1496;35.91
1524;35.84
1552;34.06
1581;34.42
1634;33.46
1662;32.34
1691;32.65
1719;31.66
1747;31.04
1775;29.57
1804;29.74
1831;29.09
1859;28.54
1888;27.71
1915;27.49
1943;26.82
1971;25.69
1999;24.40
2027;24.04
2055;23.29
2082;23.02
2136;21.04
2162;20.24
2215;18.57
2268;16.50
2295;15.54
2323;14.71
2350;13.77
2377;12.81
2404;12.28
2430;11.03
2458;9.96
2484;9.43
2509;8.59
2535;0.93
2561;6.16
2586;5.15
2612;4.20
2636;3.29
2662;2.35
2713;0.93
2739;2.54
2763;2.83
2789;3.07
2814;3.29
2840;3.48
2866;3.24
2891;3.74
2917;3.50
2942;4.20
2967;4.30
2993;4.49
3018;4.56
3044;4.66
3069;4.78
3095;4.90
3121;4.49
3146;4.54
3172;4.61
3197;5.02
3223;5.02
3249;4.97
3274;4.92
3300;4.92
3325;4.92
3351;4.44
3376;4.49
3401;4.84
3427;4.72
3452;4.61
3478;4.13
3504;4.49
3529;4.32
3555;4.20
3580;4.06
3606;3.84
3632;3.14
3656;3.53
3682;3.29
3707;3.12
3733;2.88
3759;2.71
3784;2.33
3809;2.23
3834;0.93
3860;2.18
3886;2.30
3911;2.25
3936;2.42
3961;2.47
3987;2.47
4013;2.47
4038;2.25
4063;2.18
4088;2.06
4114;2.18