35;35.33
62;43.15
89;42.21
115;36.00
143;36.58
171;43.06
198;42.63
224;0.82
249;40.85
278;43.05
306;40.85
333;42.60
360;34.08
388;42.27
416;42.27
444;42.17
471;31.04
498;41.43
526;42.74
553;37.58
581;42.77
609;42.69
636;42.74
665;42.69
693;41.76
720;43.06
748;43.06
776;42.60
803;41.43
831;42.74
859;43.17
886;42.27
914;42.33
943;42.63
970;39.55
998;42.63
1026;43.05
1054;41.30
1083;41.31
1112;43.12
1140;41.79
1169;40.49
1196;0.93
1223;42.27
1252;43.12
1282;40.85
1310;42.94
1339;39.63
1368;41.45
1394;0.93
1422;39.27
1449;34.09
1478;42.10
1508;42.22
1533;0.93
1561;32.71
1590;37.99
1618;41.26
1647;40.66
1676;40.77
1704;40.99
1733;40.78
1762;35.76
1790;38.95
1819;38.60
1848;34.85
1875;37.23
1904;38.88
1933;38.54
1961;37.28
1990;36.82
2019;36.80
2048;36.34
2076;35.91
2104;35.50
2132;35.40
2161;34.51
2190;34.39
2217;33.00
2246;32.48
2274;32.34
2302;31.35
2330;30.85
2359;30.56
2385;0.93
2412;29.33
2440;28.79
2468;28.50
2496;27.49
2524;26.82
2552;25.90
2580;24.82
2608;24.46
2635;23.44
2663;23.08
2691;22.26
2718;21.47
2746;20.24
2774;19.88
2801;18.97
2828;18.16
2855;17.32
2883;15.97
2910;15.07
2937;14.59
2964;13.82
2991;0.93
3017;11.87
3044;10.50
3070;9.66
3096;8.70
3123;8.06
3148;6.71
3174;5.75
3200;4.39
3224;3.94
3250;2.95
327 6
⸮⸮⸮3301;0.933325;0.93
3351;2.71
3377;2.88
3402;3.12
3428;0.93
3453;3.38
3478;0.93
3504;3.77
3529;3.91
3555;3.60
3580;3.72
3606;4.15
3632;4.27
3657;4.34
3682;4.49
3707;4.08
3733;4.54
3759;0.93
3784;4.60
3810;4.61
3835;4.13
3861;4.03
3887;4.03
3912;4.39
3937;4.42
3962;4.36
3988;4.25
4014;3.72
4039;3.65
4065;3.96
4090;3.79
4116;3.14
4142;3.43
4166;3.31
4192;3.19
4217;3.00
4243;2.78
4269;2.59
4294;2.25
4319;2.18