35;42.51
63;42.98
90;41.93
116;42.88
144;40.63
171;35.02
198;42.93
226;37.52
253;42.98
281;42.62
310;42.93
337;42.91
365;40.80
393;42.86
420;42.51
448;42.93
476;43.03
503;42.15
531;42.57
559;38.38
586;42.93
614;34.73
642;34.71
668;28.26
696;42.57
723;41.61
751;33.07
779;42.86
806;42.88
834;43.37
862;40.90
889;42.03
917;35.55
945;42.09
972;42.60
1000;42.98
1029;38.88
1057;33.12
1086;42.51
1115;41.37
1143;41.78
1172;41.38
1201;40.71
1229;39.26
1258;38.54
1287;38.59
1315;37.75
1344;36.80
1373;35.74
1401;35.07
1429;33.00
1458;31.76
1485;30.85
1514;29.45
1542;27.49
1569;26.46
1597;24.44
1625;23.14
1652;21.42
1680;19.52
1708;17.20
1735;15.25
1762;13.63
1788;11.68
1816;9.00
1842;6.88
1867;4.80
1893;2.66⸮⸮⸮⸮⸮⸮⸮r⸮6
1942;2.35
1968;0.93
1993;0.93
2019;3.14
2043;3.89
2069;3.65
2095;3.72
2120;3.70
2146;3.72
2171;3.60
2197;3.79
2223;3.14
2247;3.41
2273;3.12
2298;2.76
2324;2.35
2350;1.99
2374;2.23
2400;2.28
2425;2.30
2451;2.23
2477;2.18
2501;2.11
2527;2.11
2552;2.06
2578;2.11
2604;2.01
2628;2.11
2654;2.11
2679;2.11
2705;2.11
2731;2.01
2755;2.11
2781;2.11
2806;2.11
2832;2.11
2856;2.11
2882;2.11
2908;2.11
2933;2.11
2959;2.11
2983;2.11
3009;2.11
3035;2.11
3060;2.11
3086;2.01
3110;2.13
3136;2.13
3162;2.11
3187;2.11
3213;2.01
3237;2.13
3263;2.11
3289;2.11
3314;2.11
3340;2.06
3364;2.11
3390;2.11
3416;2.11
3441;2.11
3466;2.11
3491;2.11
3517;2.13
3543;2.11
3568;2.01
3593;2.11
3618;2.13
3644;2.11
3670;2.13
3695;2.06
3720;2.37