33;0.93
59;43.87
83;0.93
109;42.46
134;0.93
158;0.93
185;42.98
210;0.93
235;0.82
262;43.36
286;0.93
313;42.07
340;42.58
366;0.93
391;0.93
417;42.48
443;0.93
466;0.93
493;43.41
519;0.93
543;0.93
570;42.88
594;0.93
619;0.93
646;36.80
673;35.98
698;0.93
722;0.93
749;42.88
777;43.87
802;0.93
829;42.82
857;40.47
884;43.00
910;0.93
936;42.48
964;42.51
990;0.93
1013;0.93
1039;0.93
1064;0.93
1089;0.93
1115;0.93
1142;42.15
1171;43.00
1198;0.93
1223;0.93
1251;43.87
1280;42.50
1309;43.75
1335;0.93
1360;0.93
1388;42.14
1417;42.09
1445;42.98
1475;43.30
1501;0.93
1526;0.93
1552;0.93
1577;0.93
1602;0.93
1628;0.93
1653;0.93
1681;41.98
1708;0.93
1732;0.93
1760;42.88
1786;0.93
1814;41.45
1843;41.62
1871;40.18
1900;32.83
1927;0.94
1954;41.91
1981;0.93
2006;0.93
2031;0.93
2059;40.73
2087;40.89
2116;38.93
2143;0.93
2168;0.93
2193;0.93
2219;0.93
2246;39.19
2275;39.24
2304;37.58
2330;0.93
2358;38.02
2385;36.46
2414;36.87
2443;36.34
2469;0.93
2497;35.09
2523;0.93
2550;34.09
2577;0.93
2604;33.48
2630;0.93
2656;0.93
2682;31.88
2709;0.93
2737;30.75
2762;0.93
2788;0.93
2814;29.03
2841;0.93
2867;0.93
2893;27.11
2920;0.93
2947;25.71
2974;24.94
3001;0.93
3026;0.93
3053;22.67
3079;0.93
3105;20.82
3132;0.93
3158;0.93
3183;0.93
3208;0.93
3233;0.93
3260;16.38
3286;0.93
3312;14.23
3339;13.46
3365;0.93
3391;0.93
3417;0.82
3442;9.67
3468;8.71
3493;7.87
3519;7.39
3545;0.93
3570;4.97
3596;0.82
3620;3.07
3646;0⸮⸮⸮r⸮6
3697;2.42
3722;2.71
3747;0.93
3773;3.12
3799;3.36
3824;3.60
3850;3.69
3875;3.86
3900;4.13
3926;4.30
3951;4.01
3977;4.61
4002;4.73
4028;4.84
4054;4.49
4079;5.02
4105;5.08
4130;5.20
4156;5.27
4182;5.32
4207;5.25
4233;5.21
4258;4.80
4284;5.28
4310;5.23
4335;5.23
4361;5.16
4386;5.04
4412;4.97
4436;0.93
4462;4.49
4488;4.84
4513;4.66
4539;0.93
4564;4.32
4590;4.15
4615;3.65
4640;0.93
4666;3.72
4691;3.55