35;38.66
63;48.40
90;42.81
116;43.24
145;57.16
173;41.91
200;37.47
228;43.65
254;35.98
282;39.41
310;35.19
337;34.56
365;43.24
393;39.91
419;31.28
447;33.19
476;68.00
503;40.61
532;46.15
560;44.78
587;36.22
615;43.46
643;40.47
670;37.49
698;50.90
726;44.83
754;45.74
782;36.84
808;38.18
837;50.88
865;34.80
892;40.92
920;43.00
948;42.12
975;47.97
1004;58.28
1033;41.45
1062;44.38
1091;44.35
1119;24.34
1147;34.20
1176;48.38
1205;38.12
1233;41.38
1262;31.04
1291;47.01
1319;39.29
1349;46.56
1378;36.63
1406;46.08
1435;41.79
1464;41.07
1494;53.44
1522;35.31
1551;37.42
1580;40.83
1608;40.44
1637;44.54
1666;44.04
1694;42.26
1724;52.02
1754;51.71
1782;49.15
1811;39.12
1841;47.63
1869;42.02
1899;49.99
1928;37.99
1955;36.98
1985;45.21
2013;31.57
2042;51.36
2071;47.03
2101;53.41
2130;55.91
2159;42.72
2189;49.89
2219;54.57
2246;27.66
2275;39.89
2305;55.46
2333;43.99
2363;56.17
2394;62.36
2422;43.24
2451;46.51
2480;41.50
2509;47.03
2538;38.38
2567;49.63
2595;33.67
2625;67.83
2655;47.27
2683;44.71
2714;66.35
2743;41.93
2772;57.90
2802;58.45
2831;40.06
2860;46.18
2889;46.80
2918;46.25
2948;48.04
2978;71.28
3007;43.36
3036;50.35
3065;47.11
3094;43.77
3124;50.35
3152;49.22
3182;56.06
3212;48.04
3240;46.51
3270;48.17
3299;47.08
3329;49.46
3357;40.17
3386;44.23
3415;41.91
3443;39.77
3472;37.16
3501;34.13
3528;31.54
3557;29.38
3585;26.65
3612;23.68
3640;20.96
3667;18.26
3694;15.92
3722;13.10
3748;10.02
3775;7.22
3801;4.13