35;43.10
63;42.58
90;41.67
115;37.16
143;43.10
171;42.62
199;42.09
227;43.46
253;30.63
281;42.21
309;43.15
336;34.95
364;43.08
391;27.99
419;42.60
447;43.46
475;42.10
502;43.05
530;43.08
558;42.24
585;42.67
613;42.33
642;43.08
669;42.98
697;43.39
724;42.15
752;40.41
780;41.78
807;43.10
835;43.10
863;43.13
890;43.08
918;37.32
946;43.15
973;37.76
1001;41.30
1030;41.79
1059;41.18
1088;40.54
1117;38.95
1144;38.69
1173;37.88
1202;37.47
1230;36.44
1259;35.38
1288;34.20
1315;32.59
1344;31.74
1372;30.39
1400;28.90
1428;26.99
1456;25.50
1483;24.27
1511;22.54
1539;20.29
1566;18.85
1594;16.50
1620;14.94
1648;12.86
1675;10.39
1701;8.28
1727;6.21
1753;3.60
1804;2.01
1828;2.18
1854;2.83
1880;3.19
1905;3.82
1931;3.65
1956;4.25
1982;4.27
2008;4.34
2033;4.32
2059;4.30
2083;3.72
2109;3.96
2135;3.24
2160;3.36
2186;3.00
2211;2.49
2236;2.11
2262;2.18
2287;0.93
2313;2.30
2338;2.20
2363;2.18
2388;2.18
2414;2.11
2440;2.11
2464;2.11
2490;2.11
2515;2.11
2541;2.11
2567;2.11
2591;2.11
2617;2.11
2642;2.11
2668;2.11
2694;2.02
2718;2.13
2744;2.11
2769;2.11
2795;2.11
2821;2.01
2845;2.11
2871;2.11
2896;2.11
2922;2.13
2948;2.11
2972;2.13
2998;2.11
3023;2.11
3049;2.13
3074;2.11
3099;2.11
3125;2.11
3150;2.11
3176;2.09
3201;2.11
3226;2.11
3252;2.11
3277;2.11
3303;2.01
3328;2.11
3353;2.13
3379;2.11
3404;2.13
3430;2.01
3454;2.13
3480;2.11
3506;2.11
3531;2.11
3556;2.11
3581;2.11