35;42.91
63;42.88
90;42.93
115;34.32
143;42.21
171;42.50
198;42.02
227;43.29
253;38.18
281;41.73
310;42.45
337;39.98
365;42.50
393;42.45
420;42.93
448;40.13
476;38.06
502;34.25
530;40.23
558;41.30
585;43.39
614;42.39
642;43.34
669;38.09
697;42.88
724;43.29
752;43.39
780;42.96
807;41.07
835;42.57
863;42.96
890;40.78
919;42.94
947;42.03
974;42.46
1002;42.39
1031;42.96
1059;43.44
1088;41.69
1118;42.48
1146;40.15
1175;42.88
1204;41.98
1232;42.50
1261;42.98
1290;42.57
1319;43.29
1347;28.73
1376;42.57
1404;42.96
1434;42.89
1463;42.93
1491;40.23
1520;42.09
1549;33.01
1577;42.63
1606;43.03
1635;38.76
1664;41.66
1692;41.43
1721;41.55
1750;41.18
1778;38.47
1807;38.30
1836;39.84
1864;38.83
1893;38.28
1922;38.04
1950;36.99
1979;36.22
2008;35.38
2035;34.66
2064;34.25
2093;32.95
2120;32.48
2149;31.57
2177;30.58
2205;29.03
2233;28.01
2260;27.89
2289;26.29
2317;24.04
2344;23.75
2372;22.45
2400;21.13
2427;19.77
2454;18.11
2482;17.15
2509;15.66
2536;13.82
2564;12.69
2590;11.20
2617;8.83
2642;7.75
2668;6.21
2694;4.61